investor_id,num_sips,avg_gap_days,avg_amount,total_sip,at_risk
INV004434,6,84.6,13238.666666666666,79432,True
INV004446,6,65.8,9706.0,58236,True
INV004447,7,49.8,15938.0,111566,True
INV004450,6,61.6,22388.833333333332,134333,True
INV004451,6,84.0,14796.0,88776,True
INV004452,7,81.0,17472.714285714286,122309,True
INV004454,6,98.4,10751.0,64506,True
INV004455,6,50.0,3511.6666666666665,21070,True
INV004457,6,81.4,12749.666666666666,76498,True
INV004459,7,53.8,10491.142857142857,73438,True
INV004460,9,42.5,2513.4444444444443,22621,True
INV004463,6,94.8,12925.666666666666,77554,True
INV004464,7,62.5,5746.857142857143,40228,True
INV004468,7,76.8,12073.714285714286,84516,True
INV004472,7,50.7,4732.285714285715,33126,True
INV004473,7,73.3,5587.857142857143,39115,True
INV004475,7,67.8,11717.57142857143,82023,True
INV004477,8,58.7,4044.875,32359,True
INV004484,6,61.6,9191.5,55149,True
INV004502,7,74.5,9534.57142857143,66742,True
INV004504,8,55.1,16567.125,132537,True
INV004511,6,37.2,7259.333333333333,43556,True
INV004517,6,86.6,3929.8333333333335,23579,True
INV004521,7,54.5,15194.714285714286,106363,True
INV004523,6,87.2,8386.333333333334,50318,True
INV004528,7,54.0,19815.14285714286,138706,True
INV004531,8,60.0,23169.25,185354,True
INV004533,7,55.0,17934.14285714286,125539,True
INV004542,7,34.0,8556.285714285714,59894,False
INV004547,7,67.5,4435.428571428572,31048,True
INV004555,8,53.1,13978.0,111824,True
INV004560,9,48.4,9287.888888888889,83591,True
INV004562,6,83.8,3744.3333333333335,22466,True
INV004563,7,64.8,4528.857142857143,31702,True
INV004574,8,54.6,9353.875,74831,True
INV004576,6,63.0,3432.5,20595,True
INV004579,8,43.9,3355.25,26842,True
INV004581,8,72.1,2764.5,22116,True
INV004589,6,71.4,19063.166666666668,114379,True
INV004594,8,59.1,10546.25,84370,True
INV004598,6,84.2,9605.0,57630,True
INV004602,9,59.6,11694.888888888889,105254,True
INV004607,8,56.0,6337.375,50699,True
INV004608,8,55.0,6819.75,54558,True
INV004611,7,51.2,20224.571428571428,141572,True
INV004614,6,79.6,10699.5,64197,True
INV004617,9,39.2,12311.0,110799,True
INV004621,9,54.2,11338.888888888889,102050,True
INV004625,6,96.4,13086.833333333334,78521,True
INV004629,8,64.6,18287.25,146298,True
INV004630,9,50.6,12306.222222222223,110756,True
INV004631,8,64.7,8730.75,69846,True
INV004633,7,78.2,9650.714285714286,67555,True
INV004635,7,58.7,12274.142857142857,85919,True
INV004636,6,75.6,21715.5,130293,True
INV004638,7,54.3,8948.142857142857,62637,True
INV004640,7,68.3,5946.857142857143,41628,True
INV004641,6,67.8,10705.833333333334,64235,True
INV004642,6,54.8,13400.666666666666,80404,True
INV004643,6,50.6,19836.166666666668,119017,True
INV004646,7,64.5,10538.285714285714,73768,True
INV004647,7,70.7,5628.571428571428,39400,True
INV004650,6,80.8,8806.666666666666,52840,True
INV004661,8,69.7,9161.625,73293,True
INV004665,6,83.4,4805.5,28833,True
INV004672,7,72.0,13791.57142857143,96541,True
INV004680,7,47.2,3256.5714285714284,22796,True
INV004682,9,42.2,21019.0,189171,True
INV004688,6,77.6,4187.0,25122,True
INV004692,6,83.6,11435.0,68610,True
INV004701,7,20.0,5822.428571428572,40757,False
INV004704,6,93.8,14348.5,86091,True
INV004712,8,48.6,14925.25,119402,True
INV004715,7,56.8,13709.714285714286,95968,True
INV004716,7,74.0,9655.714285714286,67590,True
INV004737,10,54.6,9602.1,96021,True
INV004738,6,93.2,7851.666666666667,47110,True
INV004741,7,72.3,10830.142857142857,75811,True
INV004753,6,61.4,9312.333333333334,55874,True
INV004755,7,61.2,6657.857142857143,46605,True
INV004761,6,71.4,7000.166666666667,42001,True
INV004763,7,83.5,7140.428571428572,49983,True
INV004764,6,83.0,5904.333333333333,35426,True
INV004770,8,72.9,16737.625,133901,True
INV004776,9,57.4,9022.0,81198,True
INV004780,7,69.5,9966.142857142857,69763,True
INV004785,7,66.2,7831.285714285715,54819,True
INV004787,7,72.3,8451.714285714286,59162,True
INV004798,7,53.7,9084.142857142857,63589,True
INV004804,6,79.2,17513.333333333332,105080,True
INV004805,7,44.7,12946.42857142857,90625,True
INV004807,8,36.9,4210.75,33686,True
INV004813,6,62.0,13700.5,82203,True
INV004819,7,62.0,2418.714285714286,16931,True
INV004825,7,70.0,7026.714285714285,49187,True
INV004833,6,65.4,9799.166666666666,58795,True
INV004834,9,38.6,19133.11111111111,172198,True
INV004840,7,41.0,3179.5714285714284,22257,True
INV004843,8,50.9,9357.0,74856,True
INV004844,7,66.7,3633.285714285714,25433,True
INV004845,6,81.8,15097.0,90582,True
INV004847,7,73.5,7340.571428571428,51384,True
INV004848,9,54.1,12935.333333333334,116418,True
INV004860,6,78.4,7017.666666666667,42106,True
INV004863,7,68.0,5141.142857142857,35988,True
INV004864,8,43.3,10682.25,85458,True
INV004865,7,76.3,14777.142857142857,103440,True
INV004868,8,56.0,15650.875,125207,True
INV004871,8,69.1,20451.875,163615,True
INV004877,7,80.5,10594.57142857143,74162,True
INV004889,7,70.7,9326.57142857143,65286,True
INV004891,8,55.9,15331.25,122650,True
INV004896,6,79.4,20967.666666666668,125806,True
INV004901,6,54.6,24683.333333333332,148100,True
INV004911,7,63.7,12392.142857142857,86745,True
INV004913,6,87.0,15516.5,93099,True
INV004916,7,75.5,13336.285714285714,93354,True
INV004917,7,51.0,15465.857142857143,108261,True
INV004924,9,59.8,18523.11111111111,166708,True
INV004925,7,70.8,7339.571428571428,51377,True
INV004926,8,66.3,11625.125,93001,True
INV004927,7,34.2,13666.714285714286,95667,False
INV004947,6,45.0,8672.666666666666,52036,True
INV004953,7,67.2,7283.0,50981,True
INV004956,8,59.1,6412.125,51297,True
INV004958,7,73.2,20906.14285714286,146343,True
INV004959,6,68.6,5341.166666666667,32047,True
INV004967,6,63.2,5978.166666666667,35869,True
INV004973,9,55.0,10026.111111111111,90235,True
INV004974,8,52.4,10895.25,87162,True
INV004978,7,63.8,12637.57142857143,88463,True
INV004981,8,49.1,6639.625,53117,True
INV004983,7,57.7,24659.428571428572,172616,True
INV004984,7,75.3,13471.57142857143,94301,True
INV004986,7,81.3,9774.57142857143,68422,True
INV004992,7,81.5,10180.0,71260,True
INV004996,10,46.3,8491.2,84912,True
INV004997,7,71.0,18335.14285714286,128346,True
